txhash,website,chain
0xbe79c19ab998540e35a514b24ce65c1857c5604e6c0f8f2b485a53002cf02739,https://app.blocksec.com/explorer/security-incidents,eth
0x71369909c1473635961d7618484705b6a83faf55e0e6b6f885ad0c9ed0d97d56,https://app.blocksec.com/explorer/security-incidents,eth
0x68c900fb23f766ee989b73c9845cc1d98ceadbd36f586e2db47d5acfe60857e2,https://app.blocksec.com/explorer/security-incidents,eth
0x610c0f7b64567fa173c701ec106acb192f6ccda5492e2c1d2e39c8a43493f954,https://app.blocksec.com/explorer/security-incidents,eth
0x45534e2b0d807a4b427498b973e6e02bab0ca6857b29e7c0888e9f3e03fcc0e5,https://app.blocksec.com/explorer/security-incidents,eth
0xdd6e9625a9f9d7d91b00aad8d4bbfdc1fef4553a0b21b6f26a4a29cdfcbb4889,https://app.blocksec.com/explorer/security-incidents,eth
0xbe86b5b967a67365e7430ddd1bdf24556c64d1f6ab1e0898c67cf18c62ee584b,https://app.blocksec.com/explorer/security-incidents,eth
0x871cbbf381295e1c1f9014e036d2a6e860ad7571fdee03a10a40be6a905fc499,https://app.blocksec.com/explorer/security-incidents,eth
0xc12a4155c2c90707138e4aef8883c8f724371145823e2f661f19b93e5b3a9d6e,https://app.blocksec.com/explorer/security-incidents,eth
0xa0408770d158af99a10c60474d6433f4c20f3052e54423f4e590321341d4f2a4,https://app.blocksec.com/explorer/security-incidents,bsc
0xe80a16678b5008d5be1484ec6e9e77dc6307632030553405863ffb38c1f94266,https://app.blocksec.com/explorer/security-incidents,arbitrum
0x40e1b8c78083fc666cb7598efcecd0ae0af313fc41441386e4db716c2808ce07,https://app.blocksec.com/explorer/security-incidents,arbitrum
0x57e555328b7def90e1fc2a0f7aa6df8d601a8f15803800a5aaf0a20382f21fbd,https://app.blocksec.com/explorer/security-incidents,arbitrum
0x9f3712672be7a120757d42fbe15ceefe9578914946bacbd0f3531e7fb7305576,https://app.blocksec.com/explorer/security-incidents,eth
0x5e9c14e30ff1d56da37c17d84378650881095bda2802f0a0bff90fd3a8b11e31,https://app.blocksec.com/explorer/security-incidents,arbitrum
0x3fe4b1486f2a800aa39131b359c0fc4fda0f4aaf621710c6b6754b4107a00fd1,https://app.blocksec.com/explorer/security-incidents,arbitrum
0x6e1baa7ade5bbbabd1cefeb807327aec6082b8b467b9ff74772959c27520c743,https://app.blocksec.com/explorer/security-incidents,eth
0xee02781eda4108f8fb3cca8355218961ad3a3e769b3de8a869acb8ed1654a67e,https://app.blocksec.com/explorer/security-incidents,eth
0x6da8f7cb19d6e56cd9b74298677986b3b55cb9db902175c2627b7d57a85e820d,https://app.blocksec.com/explorer/security-incidents,eth
0xb82239e256404e94edd650c68cea92e146c2f361a09eea11b02624eeaffbaae1,https://app.blocksec.com/explorer/security-incidents,eth
0x23fcf9d4517f7cc39815b09b0a80c023ab2c8196c826c93b4100f2e26b701286,https://app.blocksec.com/explorer/security-incidents,eth
0xf0464b01d962f714eee9d4392b2494524d0e10ce3eb3723873afd1346b8b06e4,https://app.blocksec.com/explorer/security-incidents,eth
0xbeefd8faba2aa82704afe821fd41b670319203dd9090f7af8affdf6bcfec2d61,https://app.blocksec.com/explorer/security-incidents,eth
0x2cc3c3cfbdf04441f3349e49768c909ac252ace6f78b24a25d4700a47883514a,https://app.blocksec.com/explorer/security-incidents,eth
0xd9b3e229acc755881890394cc76fde0d7b83b1abd4d046b0f69c1fd9fd495ff6,https://app.blocksec.com/explorer/security-incidents,eth
0xdd19e3a1657f8381b561c4d6c9b61be67380e10fd4d367ccad6e8cf28c114e72,https://app.blocksec.com/explorer/security-incidents,bsc
0xdb4616b89ad82062787a4e924d520639791302476484b9a6eca5126f79b6d877,https://app.blocksec.com/explorer/security-incidents,eth
0x26a83db7e28838dd9fee6fb7314ae58dcc6aee9a20bf224c386ff5e80f7e4cf2,https://app.blocksec.com/explorer/security-incidents,eth
0xb95f56a93af1dbf477b2c527e186cc37aa4a973f8007717ff6c58ac62eb28a62,https://app.blocksec.com/explorer/security-incidents,eth
0x032c9e7fa7d1697fa64fd4a59f0d08278d27aa537525e9bd17f71f01d36b8b6a,https://app.blocksec.com/explorer/security-incidents,eth
0x2a50db3dac1b4468d226deb53cb34737669b5f93848ac04d4e296ade06f9876c,https://app.blocksec.com/explorer/security-incidents,eth
0x995e880635f4a7462a420a58527023f946710167ea4c6c093d7d193062a33b01,https://app.blocksec.com/explorer/security-incidents,eth
0xf4fc3b638f1a377cf22b729199a9aeb27fc62fe2983a65c4d14b99ee5c5b2328,https://app.blocksec.com/explorer/security-incidents,optimism
0x1ea0a2e88efceccb2dd93e6e5cb89e5421666caeefb1e6fc41b68168373da342,https://app.blocksec.com/explorer/security-incidents,eth
0x97201900198d0054a2f7a914f5625591feb6a18e7fc6bb4f0c964b967a6c15f6,https://app.blocksec.com/explorer/security-incidents,eth
0x591d054a9db63f0976e533f447df482bed5f24d7429646570b2108a67e24ce54,https://app.blocksec.com/explorer/security-incidents,eth
0xc6c3331fa8c2d30e1ef208424c08c039a89e510df2fb6ae31e5aa40722e28fd6,https://app.blocksec.com/explorer/security-incidents,eth
0x04e16a79ff928db2fa88619cdd045cdfc7979a61d836c9c9e585b3d6f6d8bc31,https://app.blocksec.com/explorer/security-incidents,eth
0xbc8c30b7db136e97251eaa9897853ddf125f155b7c63bbe4c06d704384a40556,https://app.blocksec.com/explorer/security-incidents,eth
0xa96584f8ab7c27daea33798bb8a66286c75a2ba57eee3b4192c771f4eb4ac609,https://app.blocksec.com/explorer/security-incidents,arbitrum
0xcbb7ba9aca8467c561e7a1213556fc0da0a7d80d076c08856b590de9ff03f838,https://app.blocksec.com/explorer/security-incidents,arbitrum
0xbbc005af95fdb0decf477989059f70ebae8433955ac3ab1cf77a30ff30f0b615,https://app.blocksec.com/explorer/security-incidents,arbitrum
0xe4bf6f1c964a89d48af60216ce110f4bf54fcbada20b7cefaf6bea55c9f4d542,https://app.blocksec.com/explorer/security-incidents,arbitrum
